GlobalRound	GlobalAccuracy
1	63.1800
2	90.2400
3	94.4200
4	95.3800
5	96.3400
6	97.1500
7	97.3900
8	97.4000
9	97.7600
10	97.9500
11	97.5400
12	98.2300
13	97.9900
14	98.1400
15	98.1700
16	98.3400
17	98.1800
18	98.3100
19	98.3300
20	98.3800
21	98.3800
22	98.4400
23	98.3100
24	98.5600
25	98.5500
26	98.4500
27	98.4900
28	98.4100
29	98.6100
30	98.5300
31	98.6300
32	98.6200
33	98.6400
34	98.7300
35	98.7100
36	98.7500
37	98.6600
38	98.7700
39	98.7500
40	98.6900
41	98.7700
42	98.6800
43	98.7400
44	98.7300
45	98.8100
46	98.7500
47	98.7800
48	98.7900
49	98.7500
50	98.7200
51	98.8300
52	98.8200
53	98.7900
54	98.7600
55	98.8100
56	98.8200
57	98.8200
58	98.8300
59	98.8200
60	98.7900
61	98.8000
62	98.8400
63	98.8100
64	98.9500
65	98.8800
66	98.8100
67	98.8800
68	98.9000
69	98.8200
70	98.8300
71	98.8700
72	98.8200
73	98.9200
74	98.9000
75	99.0200
76	98.8900
77	99.0000
78	98.9600
79	98.8100
80	98.9900
81	98.8900
82	98.9400
83	98.9200
84	99.0000
85	98.9900
86	98.9400
87	98.9400
88	99.0000
89	99.0100
90	98.9800
91	99.0000
92	99.0700
93	98.9800
94	99.0300
95	98.9500
96	98.8800
97	98.9800
98	99.0300
99	98.9700
100	98.9400
101	98.9400
102	98.9200
103	98.9200
104	98.9900
105	98.9200
106	98.9500
107	98.9300
108	98.9300
109	98.8500
110	98.9800
111	98.9400
112	98.9600
113	98.9500
114	98.9200
115	98.9000
116	98.9600
117	98.9800
118	98.9100
119	98.8600
120	98.9300
121	98.9800
122	98.9600
123	98.9800
124	98.9600
125	98.9700
126	98.9800
127	98.9700
128	98.9600
129	98.9300
130	98.9300
131	98.8900
132	98.9700
133	99.0000
134	98.9200
135	98.8600
136	98.9400
137	98.9600
138	99.0100
139	98.9200
140	99.0100
141	98.9300
142	98.9600
143	99.0000
144	98.9200
145	98.9600
146	98.9400
147	99.0200
148	98.9600
149	98.9200
150	98.9600
151	98.9700
152	98.9100
153	98.9300
154	99.0000
155	98.9900
156	99.0000
157	99.0300
158	99.0000
159	99.0100
160	99.0000
161	99.0200
162	98.9600
163	98.9300
164	98.9100
165	98.9700
166	99.0300
167	98.9800
168	99.0000
169	98.9600
170	99.0500
171	99.0900
172	99.0300
173	99.0400
174	99.0500
175	99.0600
176	99.0400
177	99.0400
178	99.0500
179	99.0000
180	98.9700
181	99.0100
182	99.0800
183	99.0400
184	98.9800
185	99.0100
186	98.9700
187	99.0700
188	99.0700
189	99.0500
190	99.0500
191	99.0500
192	99.0400
193	98.9600
194	99.0400
195	98.9800
196	99.0200
197	99.0200
198	99.0100
199	99.0100
200	99.0100
201	99.0400
202	99.0200
203	99.0500
204	99.0500
205	99.0500
206	99.0300
207	98.9800
208	99.0500
209	99.0700
210	99.0300
211	99.0300
212	99.0300
213	99.0400
214	99.0100
215	99.0300
216	99.1000
217	99.0300
218	99.0400
219	99.0600
220	99.0100
221	99.0200
222	99.0200
223	99.0200
224	99.0200
225	99.0500
226	99.0400
227	99.0200
228	99.0700
229	99.0500
230	99.0300
231	99.0100
232	99.0100
233	98.9900
234	98.9900
235	99.0700
236	99.0600
237	99.0400
238	99.0100
239	99.0500
240	99.0400
241	99.0400
242	99.0500
243	99.0300
244	98.9700
245	99.0400
246	99.0700
247	99.0700
248	98.9700
249	99.0400
250	99.0400
251	99.0300
252	98.9800
253	99.0300
254	99.0800
255	99.0700
256	99.0700
257	99.0700
258	99.0300
259	98.9500
260	98.9700
261	99.0000
262	99.0100
263	99.0200
264	99.0600
265	99.0300
266	98.9900
267	99.0500
268	99.0500
269	99.0600
270	99.0500
271	99.0100
272	99.0200
273	99.0200
274	99.0200
275	99.0500
276	99.0600
277	99.0600
278	99.0300
279	99.0300
280	99.0400
281	99.0200
282	99.0200
283	99.0200
284	99.0400
285	99.0400
286	99.0400
287	99.0400
288	99.0000
289	99.0000
290	99.0000
291	99.0100
292	99.0100
293	99.0100
294	99.0000
295	99.0000
296	99.0200
297	99.0200
298	99.0100
299	99.0300
300	99.0600
