GlobalRound	GlobalAccuracy
1	78.0300
2	94.4200
3	96.4900
4	97.5700
5	97.1100
6	98.0400
7	98.2900
8	98.3900
9	98.2800
10	98.0300
11	98.6000
12	98.6300
13	98.6300
14	98.7400
15	98.7100
16	98.7700
17	98.7600
18	98.6900
19	98.7700
20	98.7600
21	98.8000
22	98.8300
23	98.8300
24	98.8500
25	98.9000
26	98.9200
27	98.7100
28	98.9200
29	98.8900
30	98.8800
31	98.8500
32	98.8900
33	98.8000
34	98.9200
35	98.9000
36	98.8500
37	98.9100
38	98.9000
39	98.9700
40	99.0000
41	98.9700
42	98.9500
43	98.9400
44	99.0000
45	98.9400
46	98.9200
47	98.9500
48	98.8700
49	98.9000
50	98.9400
51	98.9400
52	98.9400
53	98.9400
54	98.9700
55	98.9500
56	99.0000
57	98.9900
58	99.0500
59	99.0600
60	99.0000
61	98.9500
62	98.9300
63	99.0000
64	99.0100
65	98.9600
66	98.9900
67	99.0100
68	98.9700
69	99.0200
70	98.9800
71	99.0000
72	99.0500
73	98.9900
74	99.0000
75	99.0200
76	99.0700
77	99.0100
78	99.0300
79	98.9700
80	98.9800
81	99.0000
82	98.9700
83	98.9900
84	98.9900
85	98.9900
86	99.0000
87	99.0200
88	99.0400
89	99.0500
90	99.0400
91	98.9800
92	98.9900
93	99.0300
94	99.0200
95	99.0500
96	99.0700
97	99.0800
98	99.0900
99	99.0600
100	99.0100
101	99.0300
102	98.9900
103	99.0300
104	99.0400
105	99.0400
106	99.0000
107	99.0200
108	99.0200
109	99.0800
110	99.0400
111	99.0200
112	99.0200
113	99.0300
114	99.0600
115	99.0800
116	99.0000
117	99.0000
118	99.0300
119	99.0200
120	99.0900
121	99.1000
122	98.9400
123	99.0100
124	99.0300
125	99.0700
126	99.0300
127	99.0300
128	99.0400
129	99.0400
130	99.0000
131	99.0000
132	99.0200
133	99.0800
134	98.9800
135	99.0100
136	99.0000
137	99.0300
138	98.9900
139	98.9900
140	99.0500
141	99.0100
142	99.0000
143	99.0500
144	99.0400
145	99.0700
146	99.1000
147	99.0600
148	99.0500
149	99.0200
150	99.0400
151	99.0500
152	99.0600
153	99.0300
154	99.0500
155	99.0100
156	99.0600
157	99.0500
158	99.0800
159	99.0700
160	99.0700
161	99.0200
162	99.1200
163	99.0500
164	99.0100
165	98.9700
166	99.0600
167	99.0400
168	99.0400
169	99.0500
170	99.0200
171	99.0200
172	99.0800
173	99.0000
174	99.0700
175	99.0700
176	99.0200
177	99.0300
178	99.0500
179	99.0200
180	99.0300
181	99.0300
182	99.0200
183	98.9900
184	99.0100
185	99.0000
186	99.0500
187	99.0200
188	99.0000
189	99.0200
190	99.0200
191	99.0500
192	99.0300
193	99.0600
194	99.0600
195	99.0300
196	99.1000
197	99.1100
198	99.0500
199	99.0900
200	99.0500
