GlobalRound	GlobalAccuracy
1	72.7500
2	96.6600
3	97.6800
4	98.1700
5	98.4000
6	98.4400
7	98.6300
8	98.5900
9	98.7700
10	98.7900
11	98.8300
12	98.8800
13	98.9100
14	98.8600
15	98.9700
16	98.9200
17	98.8900
18	98.9300
19	99.0000
20	99.0300
21	98.9600
22	98.9900
23	99.0700
24	99.1000
25	99.0500
26	99.1200
27	99.1500
28	99.1100
29	99.1000
30	99.1100
31	99.1000
32	99.1300
33	99.1700
34	98.9900
35	99.1700
36	99.1500
37	99.1800
38	99.1300
39	99.0200
40	99.1100
41	99.1800
42	99.1100
43	99.1200
44	99.1600
45	99.1700
46	99.1000
47	99.1700
48	99.0900
49	99.1000
50	99.1200
