GlobalRound	GlobalAccuracy
1	89.7000
2	97.0900
3	97.6100
4	98.0500
5	98.3200
6	98.4000
7	98.5100
8	98.4300
9	98.5500
10	98.6700
11	98.7200
12	98.6700
13	98.7300
14	98.7400
15	98.6800
16	98.7800
17	98.7800
18	98.8500
19	98.8600
20	98.8300
21	98.8600
22	98.9800
23	99.0200
24	98.9300
25	98.9100
26	98.9100
27	99.0200
28	98.9800
29	99.0000
30	99.0000
31	99.0400
32	99.1100
33	99.0800
34	99.0100
35	99.0500
36	99.0800
37	99.1100
38	99.1100
39	99.0600
40	99.1000
41	99.0900
42	99.0900
43	99.1200
44	99.0500
45	99.0200
46	99.1200
47	99.0500
48	99.1200
49	99.0800
50	99.0800
