GlobalRound	GlobalAccuracy
1	40.3900
2	77.6900
3	90.6100
4	92.9500
5	93.8700
6	94.8800
7	95.4900
8	96.5200
9	96.5700
10	96.7000
11	97.1300
12	97.3700
13	97.8400
14	97.6200
15	97.7800
16	97.7500
17	97.9000
18	98.0200
19	97.9500
20	97.9200
21	98.1900
22	98.2100
23	98.3100
24	98.2700
25	98.3600
26	98.2600
27	98.4200
28	98.4900
29	98.2700
30	98.4700
31	98.6100
32	98.4200
33	98.5800
34	98.4700
35	98.6200
36	98.5800
37	98.6000
38	98.7100
39	98.7400
40	98.6400
41	98.6400
42	98.7000
43	98.6900
44	98.7500
45	98.7800
46	98.7200
47	98.6900
48	98.6300
49	98.7200
50	98.8100
51	98.8100
52	98.7400
53	98.7900
54	98.7600
55	98.7300
56	98.8300
57	98.8000
58	98.7900
59	98.8000
60	98.8500
61	98.7500
62	98.8300
63	98.7700
64	98.8500
65	98.7800
66	98.7900
67	98.7400
68	98.8100
69	98.8300
70	98.7900
71	98.8600
72	98.8400
73	98.8100
74	98.7500
75	98.7900
76	98.8300
77	98.8700
78	98.7900
79	98.7600
80	98.8100
81	98.8100
82	98.7500
83	98.8400
84	98.7900
85	98.8500
86	98.8500
87	98.7900
88	98.7900
89	98.7800
90	98.8000
91	98.8400
92	98.8700
93	98.8000
94	98.8600
95	98.9300
96	98.7900
97	98.8200
98	98.8500
99	98.8900
100	98.8600
101	98.8800
102	98.8800
103	98.9500
104	98.9100
105	98.8500
106	98.9100
107	98.8500
108	98.9100
109	98.9200
110	98.9300
111	98.8600
112	98.8400
113	98.9000
114	98.9100
115	98.7900
116	98.8000
117	98.8500
118	98.8300
119	98.9100
120	98.9100
121	98.9600
122	98.9400
123	98.9300
124	98.8800
125	98.9200
126	98.9100
127	98.8700
128	98.8700
129	98.8800
130	98.9200
131	98.9100
132	98.9200
133	98.8500
134	98.8700
135	98.9600
136	98.9000
137	98.9100
138	98.8700
139	98.8800
140	98.9000
141	98.9000
142	98.9400
143	98.9800
144	98.9100
145	98.9500
146	98.8700
147	98.8700
148	98.9200
149	98.8700
150	98.9200
151	98.9100
152	98.8900
153	98.9000
154	98.9400
155	98.9500
156	99.0000
157	98.9800
158	98.9400
159	98.9700
160	98.9600
161	98.9200
162	98.9300
163	98.9500
164	98.9100
165	98.9000
166	98.9500
167	98.9100
168	98.9400
169	98.9700
170	98.9700
171	98.9200
172	98.9400
173	98.9300
174	98.9100
175	98.8800
176	98.9100
177	98.9000
178	98.8900
179	98.9600
180	99.0000
181	98.9400
182	98.9900
183	99.0000
184	98.9100
185	98.9500
186	98.9600
187	98.9100
188	98.9200
189	99.0000
190	98.9700
191	98.9200
192	98.9500
193	98.8800
194	98.8900
195	98.8800
196	98.8300
197	98.9500
198	98.8300
199	98.8900
200	98.8900
201	98.9300
202	98.9000
203	98.9000
204	98.9500
205	98.9500
206	98.9200
207	98.9800
208	98.9900
209	98.9300
210	98.9000
211	98.9500
212	98.9300
213	98.8800
214	98.9400
215	98.9700
216	98.9600
217	98.9000
218	98.9700
219	98.9900
220	99.0000
221	98.9700
222	98.9500
223	98.9900
224	99.0000
225	98.9500
226	98.9600
227	98.9500
228	98.9600
229	98.9800
230	98.9700
231	98.8800
232	98.9600
233	98.9500
234	98.9600
235	98.9500
236	98.9200
237	98.9600
238	98.9400
239	98.9500
240	98.9700
241	98.9700
242	98.9700
243	98.9500
244	98.9600
245	98.9500
246	98.8800
247	98.9400
248	98.9400
249	98.9300
250	98.9800
251	98.9700
252	98.9000
253	98.8900
254	98.9400
255	98.9200
256	98.9500
257	98.9400
258	98.9500
259	98.9400
260	98.9800
261	98.9800
262	98.9300
263	98.9100
264	98.9500
265	98.9500
266	98.9200
267	98.9700
268	98.9500
269	98.9300
270	98.9000
271	98.9600
272	99.0200
273	99.0200
274	99.0000
275	98.9800
276	98.9900
277	98.9800
278	98.9700
279	98.9700
280	98.9700
281	98.9700
282	98.9900
283	99.0200
284	99.0200
285	99.0400
286	99.0200
287	99.0300
288	99.0200
289	99.0100
290	99.0100
291	99.0100
292	99.0500
293	98.9900
294	99.0000
295	99.0000
296	99.0100
297	99.0200
298	99.0200
299	99.0200
300	99.0300
