GlobalRound	GlobalAccuracy
1	48.7400
2	85.6700
3	90.3400
4	92.8400
5	93.5100
6	94.4500
7	95.2300
8	94.8800
9	95.7600
10	96.0600
11	96.4100
12	96.6800
13	96.3200
14	96.6000
15	96.7100
16	97.2200
17	97.0200
18	97.3600
19	96.7800
20	97.0700
21	97.6300
22	97.5400
23	97.7400
24	97.8000
25	97.9200
26	97.9200
27	97.8700
28	97.9000
29	97.7900
30	97.9900
31	97.8500
32	97.9700
33	98.0000
34	97.9700
35	97.9000
36	97.6800
37	97.9900
38	98.1200
39	98.1300
40	98.0200
41	98.0900
42	97.9700
43	98.1800
44	98.1800
45	98.3400
46	98.2900
47	98.3500
48	98.2800
49	98.0700
50	98.1800
