GlobalRound	GlobalAccuracy
1	87.9500
2	93.1900
3	95.0200
4	95.8000
5	96.5300
6	96.9300
7	97.2000
8	97.3800
9	97.5000
10	97.7900
11	97.8500
12	98.0000
13	98.1500
14	98.1800
15	98.2000
16	98.1900
17	98.3200
18	98.3100
19	98.3700
20	98.2200
21	98.4800
22	98.4000
23	98.5700
24	98.5300
25	98.5600
26	98.5900
27	98.6800
28	98.5100
29	98.7700
30	98.6800
31	98.6700
32	98.6500
33	98.6900
34	98.7900
35	98.7400
36	98.6800
37	98.7800
38	98.8400
39	98.7800
40	98.8700
41	98.9200
42	98.8400
43	98.8900
44	98.8200
45	98.8900
46	98.9400
47	98.9400
48	98.9800
49	98.9100
50	98.9400
