ClientID	NNPass_Train	TrainLoss	NNPass_Test	TestLoss
0	375	0.857698	375	0.437160
0	750	0.574207	750	0.212706
0	1125	0.496913	1125	0.426009
0	1500	0.463225	1500	0.228304
0	1875	0.452339	1875	0.285076
0	2250	0.435121	2250	0.208644
0	2625	0.424896	2625	0.202446
0	3000	0.416707	3000	0.272718
0	3375	0.412321	3375	0.207253
0	3750	0.421315	3750	0.174076
0	4125	0.412450	4125	0.176743
0	4500	0.412730	4500	0.146888
0	4875	0.396028	4875	0.177198
0	5250	0.407881	5250	0.245656
0	5625	0.395094	5625	0.151076
0	6000	0.389713	6000	0.209014
0	6375	0.396147	6375	0.215605
0	6750	0.387988	6750	0.219168
0	7125	0.391757	7125	0.223902
0	7500	0.390983	7500	0.161067
0	7875	0.397556	7875	0.166862
0	8250	0.382331	8250	0.230379
0	8625	0.381242	8625	0.204567
0	9000	0.383649	9000	0.195159
0	9375	0.378230	9375	0.249973
0	9750	0.391911	9750	0.173279
0	10125	0.383393	10125	0.203491
0	10500	0.392483	10500	0.167894
0	10875	0.379757	10875	0.160380
0	11250	0.389306	11250	0.183110
0	11625	0.391907	11625	0.218715
0	12000	0.373552	12000	0.278188
0	12375	0.388522	12375	0.224738
0	12750	0.378373	12750	0.110093
0	13125	0.376482	13125	0.165254
0	13500	0.378478	13500	0.116241
0	13875	0.374640	13875	0.215232
0	14250	0.372643	14250	0.140636
0	14625	0.374342	14625	0.153073
0	15000	0.373187	15000	0.139101
0	15375	0.379794	15375	0.234370
0	15750	0.372471	15750	0.188194
0	16125	0.379222	16125	0.210446
0	16500	0.378822	16500	0.214716
0	16875	0.371094	16875	0.183631
0	17250	0.374823	17250	0.145233
0	17625	0.385387	17625	0.149197
0	18000	0.376304	18000	0.214010
0	18375	0.383915	18375	0.143452
0	18750	0.377327	18750	0.286547
1	375	0.893541	375	0.587836
1	750	0.599351	750	0.389061
1	1125	0.551496	1125	0.283373
1	1500	0.519867	1500	0.292014
1	1875	0.506802	1875	0.212170
1	2250	0.508976	2250	0.236068
1	2625	0.510926	2625	0.275593
1	3000	0.477582	3000	0.158334
1	3375	0.461050	3375	0.266435
1	3750	0.494274	3750	0.204849
1	4125	0.471147	4125	0.230800
1	4500	0.457342	4500	0.266937
1	4875	0.469545	4875	0.266321
1	5250	0.448107	5250	0.263423
1	5625	0.470635	5625	0.307462
1	6000	0.451152	6000	0.236229
1	6375	0.447262	6375	0.283133
1	6750	0.448291	6750	0.293491
1	7125	0.445307	7125	0.255827
1	7500	0.447203	7500	0.280008
1	7875	0.451600	7875	0.244778
1	8250	0.459998	8250	0.255556
1	8625	0.460641	8625	0.210702
1	9000	0.451773	9000	0.251223
1	9375	0.442256	9375	0.231561
1	9750	0.445493	9750	0.275529
1	10125	0.435894	10125	0.253767
1	10500	0.439988	10500	0.169036
1	10875	0.444120	10875	0.305382
1	11250	0.450626	11250	0.188182
1	11625	0.432565	11625	0.342265
1	12000	0.440870	12000	0.309218
1	12375	0.437915	12375	0.285698
1	12750	0.426753	12750	0.248063
1	13125	0.433423	13125	0.192223
1	13500	0.428439	13500	0.201404
1	13875	0.435783	13875	0.235860
1	14250	0.429749	14250	0.319125
1	14625	0.448511	14625	0.215624
1	15000	0.434904	15000	0.220738
1	15375	0.433282	15375	0.175428
1	15750	0.447901	15750	0.205872
1	16125	0.439857	16125	0.268321
1	16500	0.426322	16500	0.226967
1	16875	0.428727	16875	0.248915
1	17250	0.425907	17250	0.233261
1	17625	0.422799	17625	0.278056
1	18000	0.444119	18000	0.281627
1	18375	0.440238	18375	0.184803
1	18750	0.441802	18750	0.249646
2	375	1.233031	375	0.443798
2	750	1.026180	750	0.544244
2	1125	0.971068	1125	0.308136
2	1500	0.965322	1500	0.645679
2	1875	0.971752	1875	0.471955
2	2250	0.973842	2250	0.722718
2	2625	0.980550	2625	0.499426
2	3000	0.987564	3000	0.359390
2	3375	0.943745	3375	0.470191
2	3750	0.954405	3750	0.422118
2	4125	0.954943	4125	0.440047
2	4500	0.945293	4500	0.478286
2	4875	0.979476	4875	0.525717
2	5250	0.965873	5250	0.193512
2	5625	0.940815	5625	0.393524
2	6000	0.953587	6000	0.464401
2	6375	0.932561	6375	0.365344
2	6750	0.943476	6750	0.453312
2	7125	0.951898	7125	0.404611
2	7500	0.934983	7500	0.460659
2	7875	0.951783	7875	0.551275
2	8250	0.980229	8250	0.384392
2	8625	0.964528	8625	0.332957
2	9000	0.949598	9000	0.431153
2	9375	0.965872	9375	0.447157
2	9750	0.972925	9750	0.255575
2	10125	0.938856	10125	0.474269
2	10500	0.954093	10500	0.256567
2	10875	0.938960	10875	0.518866
2	11250	0.944542	11250	0.374238
2	11625	0.946630	11625	0.373137
2	12000	0.935187	12000	0.479255
2	12375	0.940077	12375	0.514003
2	12750	0.924262	12750	0.386400
2	13125	0.934149	13125	0.469768
2	13500	0.941362	13500	0.388746
2	13875	0.973803	13875	0.472238
2	14250	0.962182	14250	0.535436
2	14625	0.962711	14625	0.935131
2	15000	0.950487	15000	0.325528
2	15375	0.954842	15375	0.493375
2	15750	0.952278	15750	0.505777
2	16125	0.927877	16125	0.301056
2	16500	0.935125	16500	0.341076
2	16875	0.951882	16875	0.323931
2	17250	0.924804	17250	0.400964
2	17625	0.946427	17625	0.339636
2	18000	0.939291	18000	0.512102
2	18375	0.951250	18375	0.426981
2	18750	0.945767	18750	0.533141
3	375	0.582354	375	0.209377
3	750	0.207981	750	0.113673
3	1125	0.126290	1125	0.098802
3	1500	0.097662	1500	0.074940
3	1875	0.080933	1875	0.087978
3	2250	0.063200	2250	0.067368
3	2625	0.058983	2625	0.055243
3	3000	0.057098	3000	0.058202
3	3375	0.049273	3375	0.046303
3	3750	0.048885	3750	0.051984
3	4125	0.052531	4125	0.055586
3	4500	0.041549	4500	0.052865
3	4875	0.038161	4875	0.080720
3	5250	0.040783	5250	0.041428
3	5625	0.044110	5625	0.044341
3	6000	0.036985	6000	0.048678
3	6375	0.034009	6375	0.047351
3	6750	0.034207	6750	0.042327
3	7125	0.036445	7125	0.062330
3	7500	0.031463	7500	0.042981
3	7875	0.023854	7875	0.046458
3	8250	0.026276	8250	0.047093
3	8625	0.027915	8625	0.057174
3	9000	0.028964	9000	0.046543
3	9375	0.025070	9375	0.052477
3	9750	0.030692	9750	0.045955
3	10125	0.029426	10125	0.040645
3	10500	0.026087	10500	0.073659
3	10875	0.024511	10875	0.047869
3	11250	0.024181	11250	0.048889
3	11625	0.032211	11625	0.043022
3	12000	0.028507	12000	0.046377
3	12375	0.023706	12375	0.052648
3	12750	0.024185	12750	0.049081
3	13125	0.024549	13125	0.047369
3	13500	0.026484	13500	0.049510
3	13875	0.026901	13875	0.049751
3	14250	0.025243	14250	0.054009
3	14625	0.024885	14625	0.045054
3	15000	0.019637	15000	0.045717
3	15375	0.022431	15375	0.044837
3	15750	0.022876	15750	0.045229
3	16125	0.025717	16125	0.049493
3	16500	0.023744	16500	0.046415
3	16875	0.024256	16875	0.054083
3	17250	0.025656	17250	0.050956
3	17625	0.021366	17625	0.058339
3	18000	0.024249	18000	0.047863
3	18375	0.022105	18375	0.044128
3	18750	0.022865	18750	0.053063
4	375	0.641221	375	0.281467
4	750	0.225714	750	0.151959
4	1125	0.122162	1125	0.076873
4	1500	0.100541	1500	0.072680
4	1875	0.085377	1875	0.128643
4	2250	0.076788	2250	0.065515
4	2625	0.065541	2625	0.062570
4	3000	0.054047	3000	0.048643
4	3375	0.054593	3375	0.050833
4	3750	0.047822	3750	0.051327
4	4125	0.054391	4125	0.055259
4	4500	0.039653	4500	0.045016
4	4875	0.036507	4875	0.056665
4	5250	0.038657	5250	0.052790
4	5625	0.036658	5625	0.066144
4	6000	0.029879	6000	0.044839
4	6375	0.031197	6375	0.040710
4	6750	0.031163	6750	0.045024
4	7125	0.035458	7125	0.049907
4	7500	0.028543	7500	0.040790
4	7875	0.028377	7875	0.043155
4	8250	0.024992	8250	0.049245
4	8625	0.028277	8625	0.047366
4	9000	0.029881	9000	0.045789
4	9375	0.029308	9375	0.049871
4	9750	0.035534	9750	0.045820
4	10125	0.026363	10125	0.049299
4	10500	0.030427	10500	0.050045
4	10875	0.028123	10875	0.050047
4	11250	0.027218	11250	0.048335
4	11625	0.029159	11625	0.047651
4	12000	0.025483	12000	0.043923
4	12375	0.023833	12375	0.052701
4	12750	0.029975	12750	0.046532
4	13125	0.022528	13125	0.046702
4	13500	0.023782	13500	0.047846
4	13875	0.026022	13875	0.046282
4	14250	0.022224	14250	0.047547
4	14625	0.027144	14625	0.044812
4	15000	0.019970	15000	0.043260
4	15375	0.022534	15375	0.047015
4	15750	0.023296	15750	0.046572
4	16125	0.024301	16125	0.045707
4	16500	0.019062	16500	0.044973
4	16875	0.021718	16875	0.047255
4	17250	0.022790	17250	0.041948
4	17625	0.021806	17625	0.050947
4	18000	0.021979	18000	0.044776
4	18375	0.021419	18375	0.050542
