GlobalRound	GlobalAccuracy
1	34.4100
2	43.1800
3	47.0500
4	51.0300
5	53.4900
6	54.8300
7	56.9500
8	56.9400
9	57.7100
10	60.3400
11	61.2200
12	62.3000
13	63.3100
14	64.0800
15	65.1200
16	64.4500
17	65.7000
18	67.0200
19	67.1600
20	67.6800
21	67.5100
22	67.9000
23	68.8600
24	69.0600
25	69.1800
26	69.7500
27	69.8400
28	70.0200
29	70.5500
30	69.8900
31	71.0000
32	71.5100
33	71.0600
34	71.4200
35	72.1400
36	71.8500
37	71.4700
38	71.6600
39	71.8000
40	72.0900
41	71.8900
42	72.6300
43	72.6400
44	72.3800
45	72.0400
46	72.1900
47	72.8700
48	72.4400
49	72.0200
50	72.7700
