GlobalRound	GlobalAccuracy
1	40.6400
2	49.5300
3	52.1300
4	55.5100
5	56.9500
6	60.7700
7	62.2500
8	63.5000
9	64.1800
10	66.6900
11	68.4100
12	69.0200
13	68.8900
14	70.2000
15	70.7100
16	71.1600
17	71.1100
18	71.3800
19	71.2200
20	70.9200
21	71.2300
22	70.9300
23	71.0000
24	70.8400
25	71.0500
26	70.8000
27	70.8300
28	70.7900
29	70.8100
30	70.7200
31	70.6500
32	70.8800
33	70.5800
34	70.8000
35	70.7600
36	70.8100
37	70.6800
38	70.7100
39	70.4000
40	70.5500
41	70.5600
42	70.5900
43	70.4900
44	70.4400
45	70.5000
46	70.3800
47	70.3200
48	70.3200
49	70.3200
50	70.3500
