ClientID	NNPass_Train	TrainLoss	NNPass_Test	TestLoss
0	313	2.118889	313	1.827054
0	626	1.893201	626	1.851922
0	939	1.838931	939	1.624921
0	1252	1.787438	1252	1.759941
0	1565	1.721780	1565	1.546925
0	1878	1.630552	1878	2.072264
0	2191	1.569037	2191	1.412948
0	2504	1.500854	2504	1.459606
0	2817	1.444081	2817	1.488285
0	3130	1.288622	3130	1.309889
0	3443	1.227218	3443	1.290845
0	3756	1.121518	3756	1.320750
0	4069	1.000949	4069	1.244940
0	4382	0.904419	4382	1.224131
0	4695	0.764879	4695	1.197906
0	5008	0.650790	5008	1.119503
0	5321	0.545935	5321	1.147161
0	5634	0.462354	5634	1.147193
0	5947	0.392376	5947	1.181766
0	6260	0.339104	6260	1.199468
0	6573	0.295930	6573	1.199110
0	6886	0.262060	6886	1.244914
0	7199	0.228058	7199	1.279946
0	7512	0.202110	7512	1.323983
0	7825	0.181316	7825	1.332488
0	8138	0.158896	8138	1.378915
0	8451	0.144563	8451	1.406901
0	8764	0.135478	8764	1.517734
0	9077	0.122043	9077	1.489929
0	9390	0.117302	9390	1.472287
0	9703	0.103147	9703	1.527025
0	10016	0.103982	10016	1.558150
0	10329	0.091119	10329	1.571282
0	10642	0.088386	10642	1.641963
0	10955	0.081353	10955	1.647234
0	11268	0.079514	11268	1.644106
0	11581	0.073844	11581	1.681750
0	11894	0.076097	11894	1.738023
0	12207	0.070632	12207	1.762435
0	12520	0.064970	12520	1.798886
0	12833	0.059353	12833	1.812291
0	13146	0.059012	13146	1.840174
0	13459	0.055302	13459	1.873183
0	13772	0.063708	13772	1.882002
0	14085	0.056927	14085	1.893747
0	14398	0.053289	14398	1.931413
0	14711	0.053994	14711	1.949082
0	15024	0.051292	15024	1.983090
0	15337	0.050086	15337	2.004841
0	15650	0.051952	15650	2.006645
1	313	2.065658	313	1.736980
1	626	1.854365	626	1.853025
1	939	1.748432	939	1.565271
1	1252	1.703731	1252	2.000442
1	1565	1.605596	1565	1.681460
1	1878	1.553547	1878	1.480123
1	2191	1.468964	2191	1.428922
1	2504	1.405789	2504	1.336352
1	2817	1.289086	2817	1.427322
1	3130	1.194810	3130	1.373119
1	3443	1.115642	3443	1.283737
1	3756	1.034183	3756	1.165896
1	4069	0.907913	4069	1.155437
1	4382	0.789620	4382	1.176105
1	4695	0.680251	4695	1.081821
1	5008	0.585915	5008	1.108221
1	5321	0.504907	5321	1.157836
1	5634	0.428436	5634	1.220863
1	5947	0.357963	5947	1.183672
1	6260	0.318775	6260	1.199877
1	6573	0.278793	6573	1.270450
1	6886	0.244333	6886	1.272378
1	7199	0.214811	7199	1.295727
1	7512	0.190147	7512	1.387198
1	7825	0.174528	7825	1.395732
1	8138	0.152604	8138	1.454092
1	8451	0.140083	8451	1.422464
1	8764	0.124299	8764	1.493602
1	9077	0.118534	9077	1.474824
1	9390	0.108911	9390	1.533154
1	9703	0.099783	9703	1.529674
1	10016	0.092952	10016	1.608443
1	10329	0.087503	10329	1.619895
1	10642	0.079103	10642	1.624221
1	10955	0.079290	10955	1.725599
1	11268	0.069658	11268	1.728891
1	11581	0.070559	11581	1.717927
1	11894	0.066378	11894	1.756329
1	12207	0.066262	12207	1.753406
1	12520	0.061934	12520	1.785314
1	12833	0.059871	12833	1.832853
1	13146	0.057799	13146	1.826712
1	13459	0.055336	13459	1.870386
1	13772	0.057619	13772	1.880780
1	14085	0.053411	14085	1.927988
1	14398	0.052110	14398	1.940475
1	14711	0.049551	14711	1.959063
1	15024	0.052353	15024	1.988489
1	15337	0.044654	15337	1.992346
1	15650	0.044765	15650	2.037391
2	313	2.139286	313	1.903481
2	626	2.010651	626	1.747650
2	939	1.940013	939	1.732111
2	1252	1.905111	1252	1.652207
2	1565	1.856092	1565	1.645601
2	1878	1.815997	1878	1.615233
2	2191	1.799968	2191	1.540162
2	2504	1.750789	2504	1.864483
2	2817	1.708393	2817	1.724659
2	3130	1.621759	3130	1.397923
2	3443	1.577985	3443	1.404927
2	3756	1.540485	3756	1.341749
2	4069	1.450149	4069	1.665677
2	4382	1.399456	4382	1.529452
2	4695	1.313851	4695	1.272002
2	5008	1.240862	5008	1.324573
2	5321	1.154930	5321	1.247767
2	5634	1.106230	5634	1.251051
2	5947	1.037176	5947	1.321030
2	6260	0.984622	6260	1.223206
2	6573	0.953171	6573	1.229549
2	6886	0.890315	6886	1.232461
2	7199	0.879659	7199	1.203957
2	7512	0.830188	7512	1.226654
2	7825	0.801126	7825	1.295790
2	8138	0.776673	8138	1.339457
2	8451	0.747268	8451	1.251439
2	8764	0.738961	8764	1.264294
2	9077	0.716288	9077	1.266422
2	9390	0.678984	9390	1.310311
2	9703	0.662199	9703	1.289814
2	10016	0.646798	10016	1.306432
2	10329	0.634333	10329	1.353935
2	10642	0.612330	10642	1.376056
2	10955	0.613394	10955	1.329243
2	11268	0.584955	11268	1.355402
2	11581	0.564800	11581	1.443983
2	11894	0.554407	11894	1.425345
2	12207	0.553040	12207	1.392562
2	12520	0.545302	12520	1.388683
2	12833	0.518491	12833	1.446396
2	13146	0.518141	13146	1.491528
2	13459	0.503971	13459	1.459681
2	13772	0.494770	13772	1.498279
2	14085	0.477982	14085	1.471457
2	14398	0.456259	14398	1.486890
2	14711	0.468456	14711	1.553558
2	15024	0.438864	15024	1.550374
2	15337	0.437146	15337	1.535690
2	15650	0.447440	15650	1.513957
3	313	2.012608	313	1.779924
3	626	1.772252	626	1.558264
3	939	1.634561	939	1.722330
3	1252	1.556480	1252	1.751708
3	1565	1.459975	1565	1.404961
3	1878	1.352533	1878	1.420957
3	2191	1.306891	2191	1.663120
3	2504	1.188663	2504	1.277899
3	2817	1.075576	2817	1.313966
3	3130	0.962993	3130	1.113357
3	3443	0.816980	3443	1.096554
3	3756	0.685832	3756	1.087635
3	4069	0.542197	4069	1.081030
3	4382	0.427923	4382	1.091784
3	4695	0.329212	4695	1.105157
3	5008	0.242501	5008	1.118120
3	5321	0.178069	5321	1.183051
3	5634	0.130207	5634	1.191170
3	5947	0.097790	5947	1.266824
3	6260	0.078542	6260	1.295343
3	6573	0.061208	6573	1.328388
3	6886	0.050248	6886	1.397206
3	7199	0.042305	7199	1.445719
3	7512	0.037471	7512	1.465266
3	7825	0.035143	7825	1.518047
3	8138	0.034890	8138	1.556695
3	8451	0.032067	8451	1.586836
3	8764	0.031592	8764	1.604366
3	9077	0.031720	9077	1.638466
3	9390	0.031518	9390	1.667011
3	9703	0.031701	9703	1.709326
3	10016	0.031453	10016	1.717038
3	10329	0.032722	10329	1.797226
3	10642	0.029121	10642	1.767865
3	10955	0.030638	10955	1.786239
3	11268	0.030019	11268	1.866948
3	11581	0.030310	11581	1.826636
3	11894	0.031417	11894	1.874197
3	12207	0.033661	12207	1.921094
3	12520	0.032337	12520	1.902225
3	12833	0.031906	12833	1.942914
3	13146	0.032046	13146	1.989055
3	13459	0.032996	13459	2.029647
3	13772	0.033137	13772	2.052296
3	14085	0.033879	14085	2.038690
3	14398	0.035747	14398	2.103123
3	14711	0.036574	14711	2.089283
3	15024	0.035421	15024	2.097043
3	15337	0.038152	15337	2.180751
3	15650	0.037272	15650	2.147334
4	313	1.976816	313	1.622916
4	626	1.739749	626	1.691364
4	939	1.671728	939	1.894025
4	1252	1.527635	1252	1.496716
4	1565	1.465625	1565	1.361207
4	1878	1.338927	1878	1.388122
4	2191	1.262173	2191	1.342955
4	2504	1.151483	2504	1.256501
4	2817	1.076342	2817	1.407257
4	3130	0.974552	3130	1.158469
4	3443	0.835845	3443	1.097871
4	3756	0.697440	3756	1.132136
4	4069	0.563084	4069	1.068592
4	4382	0.459737	4382	1.048853
4	4695	0.350876	4695	1.065698
4	5008	0.265316	5008	1.108183
4	5321	0.195280	5321	1.144111
4	5634	0.140603	5634	1.212666
4	5947	0.107395	5947	1.258439
4	6260	0.089452	6260	1.301921
4	6573	0.070822	6573	1.329744
4	6886	0.059437	6886	1.383738
4	7199	0.050907	7199	1.439116
4	7512	0.045884	7512	1.492841
4	7825	0.041722	7825	1.515011
4	8138	0.038683	8138	1.551830
4	8451	0.036597	8451	1.572656
4	8764	0.038059	8764	1.600391
4	9077	0.035218	9077	1.633207
4	9390	0.032679	9390	1.671468
4	9703	0.033709	9703	1.699999
4	10016	0.034139	10016	1.697257
4	10329	0.033526	10329	1.727113
4	10642	0.034175	10642	1.787672
4	10955	0.035817	10955	1.818999
4	11268	0.034434	11268	1.817528
4	11581	0.033989	11581	1.882939
4	11894	0.034902	11894	1.876291
4	12207	0.035990	12207	1.914005
4	12520	0.036232	12520	1.964971
4	12833	0.036149	12833	1.930270
4	13146	0.037170	13146	1.966531
4	13459	0.037871	13459	2.007726
4	13772	0.038228	13772	2.026086
4	14085	0.040047	14085	2.045741
4	14398	0.039583	14398	2.072369
4	14711	0.042382	14711	2.124268
4	15024	0.041918	15024	2.137727
4	15337	0.041071	15337	2.089558
4	15650	0.042579	15650	2.135675
