GlobalRound	GlobalAccuracy
1	97.9400
2	97.6700
3	98.4900
4	98.3600
5	98.5200
6	98.9500
7	98.6500
8	98.9400
9	98.9400
10	98.8700
11	98.7600
12	99.0100
13	98.8800
14	98.9100
15	98.9800
16	98.9500
17	98.9700
18	99.0300
19	98.8700
20	98.9100
21	99.0900
22	98.9100
23	98.8900
24	99.0600
25	98.9700
26	98.9800
27	98.9600
28	99.1200
29	98.9700
30	99.0700
31	99.0700
32	99.0700
33	99.1500
34	99.1200
35	99.0300
36	99.0500
37	99.1000
38	99.1000
39	99.0900
40	99.1000
41	99.1000
42	99.1100
43	99.1100
44	99.1100
45	99.0300
46	99.0300
47	99.0300
48	99.0300
49	99.0300
50	99.0300
