GlobalRound	GlobalAccuracy
1	73.2400
2	90.2900
3	94.7900
4	96.4700
5	96.2000
6	97.8500
7	97.5000
8	97.7800
9	98.5500
10	98.5700
11	98.4800
12	98.3700
13	98.1300
14	98.6600
15	98.4800
16	98.2600
17	98.5700
18	98.6600
19	98.3200
20	98.2900
21	98.7100
22	98.6500
23	98.6100
24	98.8300
25	98.5100
26	98.7000
27	98.5000
28	98.5800
29	98.3800
30	98.2800
31	98.6000
32	98.5700
33	98.6900
34	98.8000
35	98.7900
36	98.7100
37	98.5700
38	98.6300
39	98.6900
40	98.7500
41	98.7300
42	98.7400
43	98.6800
44	98.7700
45	98.8400
46	98.8600
47	98.7600
48	98.6600
49	98.8000
50	98.7200
51	98.7600
52	98.7800
53	98.8000
54	98.8900
55	98.8000
56	98.8000
57	98.8000
58	98.8900
59	98.9000
60	98.9600
61	98.7400
62	98.8600
63	98.9000
64	98.9100
65	98.9100
66	98.9400
67	98.9600
68	98.9900
69	98.8600
70	98.9300
71	98.8300
72	98.7800
73	98.9300
74	98.8400
75	98.9000
76	98.9400
77	98.9200
78	98.9400
79	98.8800
80	98.8800
81	98.9500
82	98.8400
83	98.9400
84	98.9600
85	98.9900
86	98.9000
87	98.9900
88	98.9700
89	98.7700
90	98.9500
91	98.8500
92	98.9400
93	98.9700
94	98.9200
95	98.9500
96	98.9400
97	99.0000
98	99.0000
99	99.0100
100	98.9500
